queue,second,cpus
cryoem,1682612000,889
priority,1682612000,107
compbio,1682612000,4690
compbio_auto,1682612000,8475
large_mem,1682612000,56
short,1682612000,36
cab_auto,1682612000,48
rhel8_test_gpu,1682612000,48
standard,1682612000,3378
interactive,1682612000,53
gpu,1682612000,1267
cryo_core,1682612000,48
archiving,1682612000,1
priority,1682613000,66
compbio,1682613000,10144
superdome,1682613000,32
rhel8_test_gpu,1682613000,48
standard,1682613000,4830
archiving,1682613000,1
cab_auto,1682613000,48
cryo_core,1682613000,48
short,1682613000,22
interactive,1682613000,54
large_mem,1682613000,67
compbio_auto,1682613000,7320
cryoem,1682613000,961
gpu,1682613000,1267
standard,1682614000,6575
rhel8_test_gpu,1682614000,72
cab_auto,1682614000,48
gpu,1682614000,1291
interactive,1682614000,55
archiving,1682614000,1
cryo_core,1682614000,48
cryoem,1682614000,859
superdome,1682614000,32
compbio,1682614000,5198
compbio_auto,1682614000,7588
priority,1682614000,945
large_mem,1682614000,56
short,1682614000,12
short,1682615000,3
cab_auto,1682615000,48
large_mem,1682615000,59
cryoem,1682615000,977
archiving,1682615000,1
gpu,1682615000,1267
standard,1682615000,6845
superdome,1682615000,32
compbio,1682615000,1683
compbio_auto,1682615000,7181
rhel8_test_gpu,1682615000,48
interactive,1682615000,55
priority,1682615000,344
rhel8_test_gpu,1682616000,48
short,1682616000,5
interactive,1682616000,56
compbio,1682616000,8855
priority,1682616000,141
superdome,1682616000,32
compbio_auto,1682616000,8713
cryoem,1682616000,875
archiving,1682616000,1
cab_auto,1682616000,48
large_mem,1682616000,48
standard,1682616000,6006
gpu,1682616000,1267
interactive,1682617000,56
compbio,1682617000,1887
rhel8_test_gpu,1682617000,72
gpu,1682617000,1269
compbio_auto,1682617000,7269
superdome,1682617000,32
archiving,1682617000,1
standard,1682617000,6529
large_mem,1682617000,38
cryoem,1682617000,903
priority,1682617000,189
cab_auto,1682617000,60
cab_auto,1682618000,60
large_mem,1682618000,30
priority,1682618000,169
compbio_auto,1682618000,4769
archiving,1682618000,1
rhel8_test_gpu,1682618000,72
interactive,1682618000,54
standard,1682618000,5977
gpu,1682618000,1269
cryoem,1682618000,993
superdome,1682618000,32
compbio,1682618000,1045
compbio_auto,1682619000,4117
interactive,1682619000,57
gpu,1682619000,1269
archiving,1682619000,1
large_mem,1682619000,22
cryoem,1682619000,935
compbio,1682619000,896
superdome,1682619000,32
cab_auto,1682619000,60
standard,1682619000,9611
priority,1682619000,106
rhel8_test_gpu,1682619000,48
gpu,1682620000,1270
short,1682620000,4
priority,1682620000,80
superdome,1682620000,32
compbio_auto,1682620000,3633
rhel8_test_gpu,1682620000,72
cab_auto,1682620000,60
interactive,1682620000,55
compbio,1682620000,737
cryoem,1682620000,935
archiving,1682620000,1
standard,1682620000,10478
large_mem,1682620000,22
compbio,1682621000,853
cryoem,1682621000,977
large_mem,1682621000,20
priority,1682621000,62
standard,1682621000,9666
compbio_auto,1682621000,3386
gpu,1682621000,1270
interactive,1682621000,55
cab_auto,1682621000,60
rhel8_test_gpu,1682621000,24
superdome,1682621000,32
archiving,1682621000,1
gpu,1682622000,1268
archiving,1682622000,1
priority,1682622000,63
compbio,1682622000,570
standard,1682622000,13754
compbio_auto,1682622000,3590
rhel8_test_gpu,1682622000,24
superdome,1682622000,32
large_mem,1682622000,41
cryoem,1682622000,961
cab_auto,1682622000,60
interactive,1682622000,59
cab_auto,1682623000,60
large_mem,1682623000,41
rhel8_test_gpu,1682623000,24
interactive,1682623000,58
archiving,1682623000,1
superdome,1682623000,32
compbio_auto,1682623000,3616
gpu,1682623000,1268
standard,1682623000,16501
cryoem,1682623000,929
compbio,1682623000,1083
priority,1682623000,60
large_mem,1682624000,21
compbio,1682624000,3563
superdome,1682624000,32
rhel8_test,1682624000,4
archiving,1682624000,1
interactive,1682624000,59
cab_auto,1682624000,60
rhel8_test_gpu,1682624000,48
compbio_auto,1682624000,3342
standard,1682624000,14031
cryoem,1682624000,927
priority,1682624000,67
short,1682624000,58
gpu,1682624000,1292
standard,1682625000,13461
archiving,1682625000,1
rhel8_test_gpu,1682625000,24
superdome,1682625000,32
compbio_auto,1682625000,2300
short,1682625000,59
large_mem,1682625000,42
cryoem,1682625000,931
gpu,1682625000,1142
compbio,1682625000,5417
cab_auto,1682625000,60
priority,1682625000,71
interactive,1682625000,60
priority,1682626000,62
cab_auto,1682626000,60
short,1682626000,1
rhel8_test_gpu,1682626000,48
compbio,1682626000,5073
superdome,1682626000,32
archiving,1682626000,1
gpu,1682626000,1166
interactive,1682626000,61
standard,1682626000,12444
cryoem,1682626000,935
large_mem,1682626000,24
compbio_auto,1682626000,1751
priority,1682627000,67
cryoem,1682627000,937
superdome,1682627000,32
compbio_auto,1682627000,1317
rhel8_test_gpu,1682627000,48
interactive,1682627000,63
gpu,1682627000,1143
standard,1682627000,16452
compbio,1682627000,6222
cab_auto,1682627000,60
archiving,1682627000,1
large_mem,1682627000,20
short,1682628000,2
interactive,1682628000,67
compbio_auto,1682628000,797
gpu,1682628000,1165
cryoem,1682628000,938
cab_auto,1682628000,60
superdome,1682628000,32
standard,1682628000,15626
large_mem,1682628000,36
compbio,1682628000,4751
rhel8_test_gpu,1682628000,48
archiving,1682628000,1
priority,1682628000,56
cryoem,1682629000,906
archiving,1682629000,1
superdome,1682629000,32
standard,1682629000,21232
interactive,1682629000,62
large_mem,1682629000,196
priority,1682629000,40
gpu,1682629000,1141
short,1682629000,1
compbio_auto,1682629000,703
cab_auto,1682629000,256
rhel8_test_gpu,1682629000,48
compbio,1682629000,6096
rhel8_test_gpu,1682630000,48
cab_auto,1682630000,56
short,1682630000,1
compbio_auto,1682630000,640
large_mem,1682630000,380
superdome,1682630000,32
cryoem,1682630000,894
compbio,1682630000,12743
standard,1682630000,16053
gpu,1682630000,341
interactive,1682630000,63
priority,1682630000,41
archiving,1682630000,1
rhel8_test_gpu,1682631000,48
large_mem,1682631000,216
standard,1682631000,18021
compbio,1682631000,12262
gpu,1682631000,338
interactive,1682631000,63
cab_auto,1682631000,54
priority,1682631000,71
cryoem,1682631000,959
short,1682631000,1
compbio_auto,1682631000,562
archiving,1682631000,1
superdome,1682631000,32
standard,1682632000,20956
rhel8_test_gpu,1682632000,72
priority,1682632000,39
cryoem,1682632000,925
compbio,1682632000,10184
short,1682632000,6
archiving,1682632000,1
cab_auto,1682632000,51
superdome,1682632000,32
interactive,1682632000,62
gpu,1682632000,338
large_mem,1682632000,184
compbio_auto,1682632000,615
standard,1682633000,11973
short,1682633000,2
priority,1682633000,34
gpu,1682633000,338
cryoem,1682633000,921
interactive,1682633000,61
compbio,1682633000,13270
superdome,1682633000,32
compbio_auto,1682633000,525
archiving,1682633000,1
cab_auto,1682633000,41
rhel8_test_gpu,1682633000,48
large_mem,1682633000,186
archiving,1682634000,1
compbio_auto,1682634000,420
short,1682634000,3
compbio,1682634000,10458
cryoem,1682634000,1033
cab_auto,1682634000,46
superdome,1682634000,32
rhel8_test_gpu,1682634000,48
standard,1682634000,8214
interactive,1682634000,58
large_mem,1682634000,164
priority,1682634000,34
gpu,1682634000,362
short,1682635000,2
archiving,1682635000,1
gpu,1682635000,466
cryoem,1682635000,992
rhel8_test_gpu,1682635000,48
priority,1682635000,42
interactive,1682635000,58
superdome,1682635000,32
standard,1682635000,17436
large_mem,1682635000,154
cab_auto,1682635000,38
compbio_auto,1682635000,526
compbio,1682635000,11402
superdome,1682636000,32
compbio,1682636000,8936
standard,1682636000,18274
interactive,1682636000,55
cab_auto,1682636000,35
archiving,1682636000,1
short,1682636000,4
cryoem,1682636000,1018
priority,1682636000,39
large_mem,1682636000,100
compbio_auto,1682636000,481
gpu,1682636000,490
rhel8_test_gpu,1682636000,48
interactive,1682637000,53
superdome,1682637000,32
archiving,1682637000,1
large_mem,1682637000,76
cab_auto,1682637000,23
standard,1682637000,9679
priority,1682637000,30
cryoem,1682637000,979
short,1682637000,5
gpu,1682637000,466
compbio,1682637000,8693
compbio_auto,1682637000,421
rhel8_test_gpu,1682637000,48
gpu,1682638000,466
cab_auto,1682638000,7
compbio_auto,1682638000,412
standard,1682638000,9272
cryoem,1682638000,979
priority,1682638000,30
interactive,1682638000,50
short,1682638000,2
large_mem,1682638000,44
rhel8_test_gpu,1682638000,48
compbio,1682638000,7720
archiving,1682638000,1
superdome,1682638000,32
interactive,1682639000,44
priority,1682639000,33
superdome,1682639000,32
standard,1682639000,8904
cab_auto,1682639000,7
large_mem,1682639000,20
compbio,1682639000,5957
compbio_auto,1682639000,547
cryoem,1682639000,1023
archiving,1682639000,1
gpu,1682639000,466
rhel8_test_gpu,1682639000,48
priority,1682640000,32
cryoem,1682640000,1021
gpu,1682640000,466
large_mem,1682640000,20
compbio,1682640000,5039
cab_auto,1682640000,7
compbio_auto,1682640000,364
standard,1682640000,8924
interactive,1682640000,42
rhel8_test_gpu,1682640000,48
archiving,1682640000,1
superdome,1682640000,32
large_mem,1682641000,20
interactive,1682641000,42
gpu,1682641000,467
compbio,1682641000,2604
rhel8_test_gpu,1682641000,48
standard,1682641000,9385
archiving,1682641000,1
compbio_auto,1682641000,323
cryoem,1682641000,1123
cab_auto,1682641000,9
superdome,1682641000,32
priority,1682641000,36
interactive,1682642000,41
priority,1682642000,38
cab_auto,1682642000,3
cryoem,1682642000,1025
gpu,1682642000,467
compbio_auto,1682642000,319
rhel8_test_gpu,1682642000,48
compbio,1682642000,271
large_mem,1682642000,20
standard,1682642000,10728
archiving,1682642000,1
superdome,1682642000,32
cryoem,1682643000,1029
large_mem,1682643000,20
gpu,1682643000,466
standard,1682643000,10078
priority,1682643000,43
archiving,1682643000,1
superdome,1682643000,32
compbio,1682643000,245
cab_auto,1682643000,3
rhel8_test_gpu,1682643000,48
compbio_auto,1682643000,393
interactive,1682643000,40
compbio,1682644000,256
superdome,1682644000,32
archiving,1682644000,1
priority,1682644000,40
cryoem,1682644000,1073
interactive,1682644000,40
rhel8_test_gpu,1682644000,48
compbio_auto,1682644000,388
large_mem,1682644000,20
standard,1682644000,9645
cab_auto,1682644000,3
gpu,1682644000,466
priority,1682645000,40
large_mem,1682645000,36
standard,1682645000,9674
gpu,1682645000,466
compbio_auto,1682645000,229
rhel8_test_gpu,1682645000,48
cab_auto,1682645000,3
compbio,1682645000,240
superdome,1682645000,32
cryoem,1682645000,1007
archiving,1682645000,1
interactive,1682645000,39
gpu,1682646000,490
rhel8_test_gpu,1682646000,48
interactive,1682646000,37
cryoem,1682646000,1007
large_mem,1682646000,20
compbio,1682646000,236
standard,1682646000,9700
superdome,1682646000,32
short,1682646000,1
priority,1682646000,43
archiving,1682646000,1
compbio_auto,1682646000,141
cab_auto,1682646000,1
compbio_auto,1682647000,188
cab_auto,1682647000,1
superdome,1682647000,32
archiving,1682647000,1
interactive,1682647000,37
large_mem,1682647000,20
cryoem,1682647000,951
gpu,1682647000,466
standard,1682647000,10199
priority,1682647000,36
compbio,1682647000,195
rhel8_test_gpu,1682647000,48
large_mem,1682648000,20
standard,1682648000,8606
archiving,1682648000,1
priority,1682648000,37
rhel8_test_gpu,1682648000,48
short,1682648000,2
superdome,1682648000,32
compbio_auto,1682648000,102
interactive,1682648000,37
gpu,1682648000,466
cab_auto,1682648000,1
cryoem,1682648000,939
compbio,1682648000,1352
compbio_auto,1682649000,153
interactive,1682649000,38
large_mem,1682649000,20
compbio,1682649000,5310
priority,1682649000,38
rhel8_test_gpu,1682649000,24
superdome,1682649000,32
archiving,1682649000,1
gpu,1682649000,466
cryoem,1682649000,949
standard,1682649000,8216
superdome,1682650000,32
large_mem,1682650000,20
cryoem,1682650000,943
archiving,1682650000,1
compbio,1682650000,5613
priority,1682650000,39
compbio_auto,1682650000,130
gpu,1682650000,338
standard,1682650000,10396
interactive,1682650000,37
rhel8_test_gpu,1682650000,24
cryoem,1682651000,949
large_mem,1682651000,20
priority,1682651000,36
standard,1682651000,9031
compbio,1682651000,5489
superdome,1682651000,32
rhel8_test_gpu,1682651000,24
interactive,1682651000,36
gpu,1682651000,338
archiving,1682651000,1
compbio_auto,1682651000,1089
superdome,1682652000,32
compbio_auto,1682652000,1100
priority,1682652000,38
standard,1682652000,7703
interactive,1682652000,36
archiving,1682652000,1
large_mem,1682652000,20
rhel8_test_gpu,1682652000,24
gpu,1682652000,339
compbio,1682652000,8061
cryoem,1682652000,947
interactive,1682653000,36
archiving,1682653000,1
priority,1682653000,35
large_mem,1682653000,20
standard,1682653000,10488
superdome,1682653000,32
compbio,1682653000,3447
cryoem,1682653000,951
gpu,1682653000,339
compbio_auto,1682653000,1173
rhel8_test_gpu,1682653000,24
compbio_auto,1682654000,1648
gpu,1682654000,340
superdome,1682654000,32
large_mem,1682654000,20
standard,1682654000,9919
priority,1682654000,32
cryoem,1682654000,955
rhel8_test_gpu,1682654000,24
archiving,1682654000,1
compbio,1682654000,2519
interactive,1682654000,36
interactive,1682655000,36
standard,1682655000,9306
cryoem,1682655000,923
rhel8_test_gpu,1682655000,24
compbio_auto,1682655000,1134
large_mem,1682655000,20
superdome,1682655000,32
priority,1682655000,31
gpu,1682655000,340
archiving,1682655000,1
compbio,1682655000,1984
rhel8_test_gpu,1682656000,24
superdome,1682656000,32
interactive,1682656000,36
archiving,1682656000,1
priority,1682656000,30
standard,1682656000,9722
compbio_auto,1682656000,793
cryoem,1682656000,913
large_mem,1682656000,20
gpu,1682656000,340
compbio,1682656000,1609
large_mem,1682657000,20
superdome,1682657000,32
compbio,1682657000,1752
rhel8_test_gpu,1682657000,24
interactive,1682657000,36
priority,1682657000,26
gpu,1682657000,339
cryoem,1682657000,955
archiving,1682657000,1
compbio_auto,1682657000,656
standard,1682657000,9663
rhel8_test_gpu,1682658000,24
large_mem,1682658000,20
compbio_auto,1682658000,1375
cryoem,1682658000,993
standard,1682658000,9212
compbio,1682658000,1637
priority,1682658000,54
superdome,1682658000,32
gpu,1682658000,339
archiving,1682658000,1
interactive,1682658000,36
standard,1682659000,8640
compbio,1682659000,1700
compbio_auto,1682659000,503
interactive,1682659000,36
large_mem,1682659000,20
priority,1682659000,59
archiving,1682659000,1
cryoem,1682659000,981
gpu,1682659000,339
rhel8_test_gpu,1682659000,24
superdome,1682659000,32
priority,1682660000,51
compbio,1682660000,1552
compbio_auto,1682660000,605
archiving,1682660000,1
large_mem,1682660000,10
cryoem,1682660000,917
standard,1682660000,8431
rhel8_test_gpu,1682660000,24
interactive,1682660000,37
gpu,1682660000,339
superdome,1682660000,32
priority,1682661000,60
interactive,1682661000,37
large_mem,1682661000,10
gpu,1682661000,340
standard,1682661000,9513
cryoem,1682661000,919
compbio_auto,1682661000,418
archiving,1682661000,1
compbio,1682661000,1480
superdome,1682661000,32
rhel8_test_gpu,1682661000,24
large_mem,1682662000,10
superdome,1682662000,32
priority,1682662000,51
rhel8_test_gpu,1682662000,24
compbio_auto,1682662000,1221
interactive,1682662000,35
archiving,1682662000,1
short,1682662000,1
standard,1682662000,8400
cryoem,1682662000,901
gpu,1682662000,363
compbio,1682662000,1278
short,1682663000,1
gpu,1682663000,339
archiving,1682663000,1
large_mem,1682663000,10
superdome,1682663000,32
compbio_auto,1682663000,734
interactive,1682663000,35
priority,1682663000,55
compbio,1682663000,1115
cryoem,1682663000,797
rhel8_test_gpu,1682663000,24
standard,1682663000,9221
cryoem,1682664000,795
superdome,1682664000,32
rhel8_test_gpu,1682664000,24
gpu,1682664000,339
compbio,1682664000,1251
standard,1682664000,9901
archiving,1682664000,1
large_mem,1682664000,10
compbio_auto,1682664000,106
interactive,1682664000,35
priority,1682664000,57
standard,1682665000,9525
gpu,1682665000,338
cryoem,1682665000,791
large_mem,1682665000,10
compbio,1682665000,1310
archiving,1682665000,1
compbio_auto,1682665000,3213
rhel8_test_gpu,1682665000,24
interactive,1682665000,35
superdome,1682665000,32
priority,1682665000,25
gpu,1682666000,338
archiving,1682666000,1
cryoem,1682666000,784
rhel8_test_gpu,1682666000,24
compbio_auto,1682666000,98
priority,1682666000,23
compbio,1682666000,1210
large_mem,1682666000,10
interactive,1682666000,35
standard,1682666000,8826
superdome,1682666000,32
compbio,1682667000,1113
large_mem,1682667000,10
priority,1682667000,338
cryoem,1682667000,818
superdome,1682667000,32
archiving,1682667000,1
compbio_auto,1682667000,92
interactive,1682667000,32
standard,1682667000,11356
gpu,1682667000,338
rhel8_test_gpu,1682667000,24
superdome,1682668000,32
interactive,1682668000,32
large_mem,1682668000,10
archiving,1682668000,1
rhel8_test_gpu,1682668000,24
gpu,1682668000,338
compbio_auto,1682668000,89
compbio,1682668000,2564
priority,1682668000,327
cryoem,1682668000,774
standard,1682668000,11419
priority,1682669000,335
compbio,1682669000,970
rhel8_test_gpu,1682669000,24
superdome,1682669000,32
standard,1682669000,11329
cryoem,1682669000,774
gpu,1682669000,338
compbio_auto,1682669000,90
interactive,1682669000,32
archiving,1682669000,1
large_mem,1682669000,10
compbio_auto,1682670000,92
gpu,1682670000,338
large_mem,1682670000,10
cryoem,1682670000,782
superdome,1682670000,32
compbio,1682670000,860
rhel8_test_gpu,1682670000,24
standard,1682670000,10396
archiving,1682670000,1
priority,1682670000,343
interactive,1682670000,32
priority,1682671000,327
gpu,1682671000,338
archiving,1682671000,1
cryoem,1682671000,782
compbio,1682671000,900
superdome,1682671000,32
rhel8_test_gpu,1682671000,24
large_mem,1682671000,10
standard,1682671000,10820
compbio_auto,1682671000,89
interactive,1682671000,32
gpu,1682672000,338
rhel8_test_gpu,1682672000,24
cryoem,1682672000,780
archiving,1682672000,1
standard,1682672000,11230
superdome,1682672000,32
compbio_auto,1682672000,89
interactive,1682672000,32
compbio,1682672000,939
priority,1682672000,335
large_mem,1682672000,10
standard,1682673000,7618
compbio,1682673000,788
cryoem,1682673000,780
compbio_auto,1682673000,88
gpu,1682673000,338
large_mem,1682673000,10
interactive,1682673000,32
superdome,1682673000,32
rhel8_test_gpu,1682673000,24
archiving,1682673000,1
priority,1682673000,343
standard,1682674000,5926
archiving,1682674000,1
cryoem,1682674000,758
compbio_auto,1682674000,85
priority,1682674000,335
compbio,1682674000,725
interactive,1682674000,32
gpu,1682674000,362
short,1682674000,1
large_mem,1682674000,10
superdome,1682674000,32
rhel8_test_gpu,1682674000,24
priority,1682675000,327
superdome,1682675000,32
standard,1682675000,5438
large_mem,1682675000,10
gpu,1682675000,338
cryoem,1682675000,882
archiving,1682675000,1
interactive,1682675000,32
compbio,1682675000,667
rhel8_test_gpu,1682675000,24
compbio_auto,1682675000,85
rhel8_test_gpu,1682676000,24
compbio,1682676000,743
compbio_auto,1682676000,84
interactive,1682676000,32
gpu,1682676000,338
priority,1682676000,331
large_mem,1682676000,10
standard,1682676000,4517
cryoem,1682676000,742
superdome,1682676000,32
archiving,1682676000,1
rhel8_test_gpu,1682677000,24
compbio_auto,1682677000,84
superdome,1682677000,32
priority,1682677000,327
archiving,1682677000,1
interactive,1682677000,32
compbio,1682677000,757
cryoem,1682677000,742
gpu,1682677000,338
standard,1682677000,5875
large_mem,1682677000,10
interactive,1682678000,32
priority,1682678000,327
archiving,1682678000,1
compbio_auto,1682678000,84
standard,1682678000,5281
superdome,1682678000,32
gpu,1682678000,338
compbio,1682678000,721
cryoem,1682678000,738
large_mem,1682678000,10
rhel8_test_gpu,1682678000,24
cryoem,1682679000,738
priority,1682679000,17
large_mem,1682679000,10
superdome,1682679000,32
rhel8_test_gpu,1682679000,24
compbio,1682679000,661
gpu,1682679000,338
standard,1682679000,4903
interactive,1682679000,32
archiving,1682679000,1
compbio_auto,1682679000,84
interactive,1682680000,32
priority,1682680000,17
rhel8_test_gpu,1682680000,24
compbio,1682680000,793
gpu,1682680000,338
cryoem,1682680000,698
large_mem,1682680000,10
archiving,1682680000,1
standard,1682680000,7704
superdome,1682680000,32
compbio_auto,1682680000,102
standard,1682681000,7167
compbio,1682681000,765
priority,1682681000,17
archiving,1682681000,1
rhel8_test_gpu,1682681000,24
gpu,1682681000,338
superdome,1682681000,32
interactive,1682681000,32
cryoem,1682681000,698
compbio_auto,1682681000,98
large_mem,1682681000,10
standard,1682682000,7308
large_mem,1682682000,10
priority,1682682000,17
cryoem,1682682000,700
superdome,1682682000,32
compbio,1682682000,667
rhel8_test_gpu,1682682000,24
archiving,1682682000,1
compbio_auto,1682682000,94
gpu,1682682000,338
interactive,1682682000,32
rhel8_test_gpu,1682683000,24
superdome,1682683000,32
archiving,1682683000,1
priority,1682683000,17
standard,1682683000,4447
compbio_auto,1682683000,83
cryoem,1682683000,704
large_mem,1682683000,10
compbio,1682683000,666
interactive,1682683000,32
gpu,1682683000,338
archiving,1682684000,1
priority,1682684000,13
rhel8_test_gpu,1682684000,24
gpu,1682684000,338
compbio,1682684000,617
large_mem,1682684000,10
cryoem,1682684000,684
standard,1682684000,6694
superdome,1682684000,32
compbio_auto,1682684000,83
interactive,1682684000,34
superdome,1682685000,32
large_mem,1682685000,10
compbio_auto,1682685000,83
rhel8_test_gpu,1682685000,24
priority,1682685000,13
archiving,1682685000,1
standard,1682685000,6243
compbio,1682685000,554
interactive,1682685000,34
cryoem,1682685000,684
gpu,1682685000,338
priority,1682686000,17
superdome,1682686000,32
compbio_auto,1682686000,83
rhel8_test_gpu,1682686000,24
gpu,1682686000,338
standard,1682686000,7030
interactive,1682686000,35
archiving,1682686000,1
cryoem,1682686000,684
compbio,1682686000,513
large_mem,1682686000,10
cryoem,1682687000,684
standard,1682687000,6981
gpu,1682687000,338
rhel8_test_gpu,1682687000,24
interactive,1682687000,36
large_mem,1682687000,10
compbio_auto,1682687000,83
priority,1682687000,18
archiving,1682687000,1
compbio,1682687000,489
superdome,1682687000,32
compbio,1682688000,489
superdome,1682688000,32
interactive,1682688000,36
short,1682688000,1
gpu,1682688000,362
cryoem,1682688000,682
rhel8_test_gpu,1682688000,24
compbio_auto,1682688000,83
large_mem,1682688000,10
archiving,1682688000,1
priority,1682688000,52
standard,1682688000,6101
rhel8_test_gpu,1682689000,24
interactive,1682689000,38
standard,1682689000,4709
compbio,1682689000,463
large_mem,1682689000,10
gpu,1682689000,338
priority,1682689000,27
short,1682689000,3
archiving,1682689000,1
superdome,1682689000,32
cryoem,1682689000,716
compbio_auto,1682689000,83
gpu,1682690000,338
compbio_auto,1682690000,85
superdome,1682690000,32
large_mem,1682690000,10
priority,1682690000,24
compbio,1682690000,3658
interactive,1682690000,42
archiving,1682690000,1
cryoem,1682690000,832
rhel8_test_gpu,1682690000,24
standard,1682690000,7297
short,1682690000,10
cab_auto,1682691000,98
interactive,1682691000,47
compbio_auto,1682691000,83
rhel8_test_gpu,1682691000,24
compbio,1682691000,583
priority,1682691000,28
standard,1682691000,8703
short,1682691000,7
archiving,1682691000,1
superdome,1682691000,32
large_mem,1682691000,58
gpu,1682691000,338
cryoem,1682691000,694
interactive,1682692000,44
rhel8_test_gpu,1682692000,24
gpu,1682692000,362
large_mem,1682692000,10
archiving,1682692000,1
priority,1682692000,27
compbio,1682692000,657
standard,1682692000,10566
cryoem,1682692000,708
compbio_auto,1682692000,176
short,1682692000,1
superdome,1682692000,32
large_mem,1682693000,10
superdome,1682693000,32
rhel8_test_gpu,1682693000,24
compbio,1682693000,817
standard,1682693000,11426
cryoem,1682693000,760
compbio_auto,1682693000,358
priority,1682693000,30
cab_auto,1682693000,1
interactive,1682693000,50
gpu,1682693000,338
archiving,1682693000,1
standard,1682694000,7577
rhel8_test_gpu,1682694000,24
superdome,1682694000,32
archiving,1682694000,1
cryoem,1682694000,808
interactive,1682694000,50
compbio_auto,1682694000,262
large_mem,1682694000,10
cab_auto,1682694000,1
priority,1682694000,28
gpu,1682694000,338
compbio,1682694000,715
archiving,1682695000,1
gpu,1682695000,362
compbio_auto,1682695000,101
priority,1682695000,24
standard,1682695000,5236
superdome,1682695000,32
short,1682695000,1
interactive,1682695000,55
large_mem,1682695000,10
rhel8_test_gpu,1682695000,24
cryoem,1682695000,782
compbio,1682695000,644
gpu,1682696000,338
interactive,1682696000,58
cryoem,1682696000,770
rhel8_test_gpu,1682696000,24
large_mem,1682696000,10
compbio,1682696000,706
superdome,1682696000,32
short,1682696000,2
standard,1682696000,9862
priority,1682696000,229
archiving,1682696000,1
compbio_auto,1682696000,100
heavy_io,1682696000,72
superdome,1682697000,32
priority,1682697000,61
archiving,1682697000,1
short,1682697000,6
gpu,1682697000,338
large_mem,1682697000,27
cryoem,1682697000,620
rhel8_test_gpu,1682697000,24
interactive,1682697000,57
standard,1682697000,8274
compbio,1682697000,743
compbio_auto,1682697000,125
priority,1682698000,833
standard,1682698000,7550
compbio_auto,1682698000,123
gpu,1682698000,338
interactive,1682698000,60
compbio,1682698000,687
large_mem,1682698000,23
superdome,1682698000,32
archiving,1682698000,2
short,1682698000,2
cryoem,1682698000,630
compbio,1682699000,665
short,1682699000,4
archiving,1682699000,2
large_mem,1682699000,22
rhel8_test_gpu,1682699000,48
gpu,1682699000,338
compbio_auto,1682699000,98
standard,1682699000,14019
superdome,1682699000,32
cryoem,1682699000,659
interactive,1682699000,61
priority,1682699000,46
compbio_auto,1682700000,88
short,1682700000,3
gpu,1682700000,362
rhel8_test_gpu,1682700000,48
cryoem,1682700000,649
superdome,1682700000,32
standard,1682700000,7495
archiving,1682700000,2
interactive,1682700000,60
priority,1682700000,56
large_mem,1682700000,44
compbio,1682700000,606
archiving,1682701000,3
priority,1682701000,34
cryoem,1682701000,616
compbio,1682701000,742
compbio_auto,1682701000,87
rhel8_test_gpu,1682701000,48
superdome,1682701000,32
interactive,1682701000,57
large_mem,1682701000,61
short,1682701000,2
gpu,1682701000,362
standard,1682701000,6964
compbio_auto,1682702000,87
priority,1682702000,26
rhel8_test_gpu,1682702000,48
standard,1682702000,9487
archiving,1682702000,2
superdome,1682702000,32
gpu,1682702000,314
cryoem,1682702000,734
rhel8_test,1682702000,1
interactive,1682702000,56
large_mem,1682702000,53
compbio,1682702000,1609
rhel8_test_gpu,1682703000,24
gpu,1682703000,314
large_mem,1682703000,35
archiving,1682703000,2
interactive,1682703000,59
compbio,1682703000,971
superdome,1682703000,32
priority,1682703000,62
cryoem,1682703000,600
standard,1682703000,8870
compbio_auto,1682703000,87
compbio,1682704000,4474
superdome,1682704000,32
interactive,1682704000,56
large_mem,1682704000,27
gpu,1682704000,314
cryoem,1682704000,580
compbio_auto,1682704000,86
archiving,1682704000,2
standard,1682704000,11023
rhel8_test_gpu,1682704000,24
priority,1682704000,49
compbio,1682705000,1318
large_mem,1682705000,22
priority,1682705000,30
compbio_auto,1682705000,88
gpu,1682705000,314
superdome,1682705000,32
standard,1682705000,12757
rhel8_test_gpu,1682705000,24
cryoem,1682705000,652
interactive,1682705000,56
archiving,1682705000,2
compbio,1682706000,815
priority,1682706000,50
interactive,1682706000,53
standard,1682706000,11845
compbio_auto,1682706000,88
gpu,1682706000,314
rhel8_test_gpu,1682706000,24
superdome,1682706000,32
cryoem,1682706000,652
large_mem,1682706000,46
archiving,1682706000,2
short,1682706000,1
compbio_auto,1682707000,86
large_mem,1682707000,25
superdome,1682707000,32
short,1682707000,12
cryoem,1682707000,658
gpu,1682707000,338
priority,1682707000,69
archiving,1682707000,2
interactive,1682707000,54
standard,1682707000,12842
compbio,1682707000,539
rhel8_test_gpu,1682707000,24
heavy_io,1682708000,120
priority,1682708000,77
large_mem,1682708000,23
gpu,1682708000,314
cryoem,1682708000,660
standard,1682708000,13356
compbio_auto,1682708000,87
short,1682708000,7
superdome,1682708000,32
archiving,1682708000,2
compbio,1682708000,725
rhel8_test_gpu,1682708000,24
interactive,1682708000,59
large_mem,1682709000,32
cryoem,1682709000,596
gpu,1682709000,338
priority,1682709000,172
standard,1682709000,11931
interactive,1682709000,61
superdome,1682709000,32
archiving,1682709000,2
compbio,1682709000,1503
rhel8_test_gpu,1682709000,24
heavy_io,1682709000,120
