queue,second,cpus
standard,1682223000,8808
superdome,1682223000,32
large_mem,1682223000,100
superdome,1682224000,32
priority,1682224000,62
gpu,1682224000,585
standard,1682224000,7297
compbio,1682224000,266
large_mem,1682224000,100
interactive,1682224000,29
archiving,1682224000,1
compbio_auto,1682224000,130
cryoem,1682224000,682
gpu,1682225000,585
large_mem,1682225000,100
superdome,1682225000,32
compbio,1682225000,281
cryoem,1682225000,706
archiving,1682225000,1
standard,1682225000,7512
interactive,1682225000,29
compbio_auto,1682225000,129
priority,1682225000,62
standard,1682226000,7115
archiving,1682226000,1
compbio_auto,1682226000,129
gpu,1682226000,585
interactive,1682226000,25
superdome,1682226000,32
priority,1682226000,62
cryoem,1682226000,654
large_mem,1682226000,100
compbio,1682226000,284
large_mem,1682227000,100
cryoem,1682227000,822
compbio_auto,1682227000,130
priority,1682227000,62
interactive,1682227000,22
compbio,1682227000,288
archiving,1682227000,1
standard,1682227000,6928
gpu,1682227000,561
superdome,1682227000,32
gpu,1682228000,561
compbio_auto,1682228000,129
large_mem,1682228000,100
standard,1682228000,6520
priority,1682228000,62
cryoem,1682228000,822
superdome,1682228000,32
interactive,1682228000,22
compbio,1682228000,265
archiving,1682228000,1
cryoem,1682229000,810
compbio_auto,1682229000,129
archiving,1682229000,1
large_mem,1682229000,100
compbio,1682229000,236
priority,1682229000,62
interactive,1682229000,22
gpu,1682229000,561
superdome,1682229000,32
standard,1682229000,6430
large_mem,1682230000,100
gpu,1682230000,561
superdome,1682230000,32
cryoem,1682230000,800
standard,1682230000,6349
compbio_auto,1682230000,130
archiving,1682230000,1
compbio,1682230000,206
interactive,1682230000,22
priority,1682230000,62
compbio,1682231000,205
interactive,1682231000,22
large_mem,1682231000,100
cryoem,1682231000,798
standard,1682231000,6309
compbio_auto,1682231000,129
superdome,1682231000,32
gpu,1682231000,433
priority,1682231000,62
archiving,1682231000,1
cryoem,1682232000,792
compbio_auto,1682232000,130
priority,1682232000,62
gpu,1682232000,433
compbio,1682232000,184
standard,1682232000,6242
archiving,1682232000,1
superdome,1682232000,32
large_mem,1682232000,100
interactive,1682232000,21
superdome,1682233000,32
priority,1682233000,62
large_mem,1682233000,100
standard,1682233000,6202
cryoem,1682233000,750
gpu,1682233000,433
compbio_auto,1682233000,130
archiving,1682233000,1
compbio,1682233000,163
interactive,1682233000,21
gpu,1682234000,433
priority,1682234000,62
superdome,1682234000,32
compbio_auto,1682234000,129
cryoem,1682234000,746
standard,1682234000,6176
interactive,1682234000,21
large_mem,1682234000,100
compbio,1682234000,144
archiving,1682234000,1
standard,1682235000,6148
priority,1682235000,62
cryoem,1682235000,746
superdome,1682235000,32
large_mem,1682235000,100
compbio_auto,1682235000,129
interactive,1682235000,20
archiving,1682235000,1
gpu,1682235000,433
compbio,1682235000,147
compbio,1682236000,143
priority,1682236000,62
superdome,1682236000,32
standard,1682236000,6126
archiving,1682236000,1
large_mem,1682236000,100
compbio_auto,1682236000,129
cryoem,1682236000,618
interactive,1682236000,20
gpu,1682236000,433
interactive,1682237000,20
priority,1682237000,62
compbio,1682237000,138
gpu,1682237000,434
compbio_auto,1682237000,129
archiving,1682237000,1
superdome,1682237000,32
large_mem,1682237000,100
standard,1682237000,6116
cryoem,1682237000,490
compbio,1682238000,137
large_mem,1682238000,100
interactive,1682238000,20
superdome,1682238000,32
cryoem,1682238000,490
gpu,1682238000,433
standard,1682238000,6100
compbio_auto,1682238000,128
archiving,1682238000,1
priority,1682238000,62
compbio,1682239000,121
compbio_auto,1682239000,128
priority,1682239000,62
archiving,1682239000,1
cryoem,1682239000,490
large_mem,1682239000,100
gpu,1682239000,432
standard,1682239000,6088
interactive,1682239000,20
superdome,1682239000,32
standard,1682240000,6075
interactive,1682240000,20
large_mem,1682240000,100
gpu,1682240000,432
archiving,1682240000,1
compbio_auto,1682240000,127
compbio,1682240000,117
priority,1682240000,62
cryoem,1682240000,490
superdome,1682240000,32
priority,1682241000,62
interactive,1682241000,20
cryoem,1682241000,494
standard,1682241000,6045
archiving,1682241000,1
compbio,1682241000,109
compbio_auto,1682241000,127
superdome,1682241000,32
large_mem,1682241000,100
gpu,1682241000,432
archiving,1682242000,1
standard,1682242000,6028
compbio,1682242000,103
gpu,1682242000,432
compbio_auto,1682242000,127
interactive,1682242000,20
superdome,1682242000,32
priority,1682242000,62
cryoem,1682242000,496
large_mem,1682242000,100
standard,1682243000,6010
interactive,1682243000,20
cryoem,1682243000,494
archiving,1682243000,1
gpu,1682243000,432
compbio_auto,1682243000,126
large_mem,1682243000,100
compbio,1682243000,105
superdome,1682243000,32
priority,1682243000,62
interactive,1682244000,20
superdome,1682244000,32
priority,1682244000,62
compbio,1682244000,93
compbio_auto,1682244000,126
large_mem,1682244000,100
cryoem,1682244000,494
archiving,1682244000,1
gpu,1682244000,432
standard,1682244000,5991
interactive,1682245000,20
priority,1682245000,62
compbio_auto,1682245000,126
superdome,1682245000,32
standard,1682245000,5937
cryoem,1682245000,490
large_mem,1682245000,100
gpu,1682245000,432
archiving,1682245000,1
compbio,1682245000,103
gpu,1682246000,432
archiving,1682246000,1
interactive,1682246000,20
standard,1682246000,5724
superdome,1682246000,32
compbio,1682246000,99
large_mem,1682246000,100
cryoem,1682246000,490
priority,1682246000,62
compbio_auto,1682246000,126
gpu,1682247000,432
cryoem,1682247000,490
standard,1682247000,5690
priority,1682247000,62
archiving,1682247000,1
large_mem,1682247000,100
compbio_auto,1682247000,126
superdome,1682247000,32
compbio,1682247000,100
interactive,1682247000,20
standard,1682248000,5662
cryoem,1682248000,490
gpu,1682248000,432
priority,1682248000,62
superdome,1682248000,32
archiving,1682248000,1
large_mem,1682248000,100
interactive,1682248000,20
compbio,1682248000,94
compbio_auto,1682248000,126
cryoem,1682249000,490
compbio,1682249000,93
interactive,1682249000,20
standard,1682249000,5653
gpu,1682249000,432
compbio_auto,1682249000,126
priority,1682249000,62
archiving,1682249000,1
superdome,1682249000,32
large_mem,1682249000,100
priority,1682250000,62
compbio_auto,1682250000,126
superdome,1682250000,32
cryoem,1682250000,486
large_mem,1682250000,100
standard,1682250000,5630
gpu,1682250000,432
archiving,1682250000,1
compbio,1682250000,90
interactive,1682250000,20
archiving,1682251000,1
cryoem,1682251000,482
large_mem,1682251000,100
standard,1682251000,5577
priority,1682251000,62
interactive,1682251000,20
gpu,1682251000,432
compbio_auto,1682251000,125
superdome,1682251000,32
compbio,1682251000,90
interactive,1682252000,20
large_mem,1682252000,100
compbio,1682252000,93
compbio_auto,1682252000,126
gpu,1682252000,432
standard,1682252000,5554
superdome,1682252000,32
archiving,1682252000,1
cryoem,1682252000,474
priority,1682252000,62
superdome,1682253000,32
interactive,1682253000,24
compbio_auto,1682253000,125
compbio,1682253000,83
standard,1682253000,5815
large_mem,1682253000,100
gpu,1682253000,456
cryoem,1682253000,474
priority,1682253000,62
archiving,1682253000,1
compbio,1682254000,86
standard,1682254000,5692
archiving,1682254000,1
cryo_core,1682254000,48
compbio_auto,1682254000,125
short,1682254000,1
large_mem,1682254000,100
cryoem,1682254000,474
interactive,1682254000,24
gpu,1682254000,480
priority,1682254000,62
superdome,1682254000,32
superdome,1682255000,32
standard,1682255000,5691
priority,1682255000,62
short,1682255000,1
cryo_core,1682255000,48
compbio,1682255000,81
cryoem,1682255000,474
gpu,1682255000,456
compbio_auto,1682255000,125
large_mem,1682255000,100
interactive,1682255000,27
archiving,1682255000,1
large_mem,1682256000,100
cryoem,1682256000,474
interactive,1682256000,27
superdome,1682256000,32
compbio_auto,1682256000,126
gpu,1682256000,456
compbio,1682256000,78
cryo_core,1682256000,48
archiving,1682256000,1
priority,1682256000,62
standard,1682256000,5667
compbio_auto,1682257000,125
interactive,1682257000,26
standard,1682257000,5609
large_mem,1682257000,100
cryo_core,1682257000,48
gpu,1682257000,456
cryoem,1682257000,474
superdome,1682257000,32
archiving,1682257000,1
compbio,1682257000,77
priority,1682257000,30
compbio_auto,1682258000,125
short,1682258000,1
superdome,1682258000,32
gpu,1682258000,480
compbio,1682258000,76
cryo_core,1682258000,48
archiving,1682258000,1
standard,1682258000,5531
cryoem,1682258000,474
priority,1682258000,30
interactive,1682258000,26
large_mem,1682258000,100
priority,1682259000,30
standard,1682259000,6013
cryoem,1682259000,474
interactive,1682259000,26
large_mem,1682259000,100
archiving,1682259000,1
superdome,1682259000,32
compbio,1682259000,75
cryo_core,1682259000,48
compbio_auto,1682259000,126
short,1682259000,1
gpu,1682259000,456
archiving,1682260000,1
superdome,1682260000,32
compbio_auto,1682260000,126
standard,1682260000,7221
interactive,1682260000,22
compbio,1682260000,69
priority,1682260000,30
gpu,1682260000,456
cryoem,1682260000,538
large_mem,1682260000,100
cryo_core,1682260000,48
priority,1682261000,30
standard,1682261000,7295
cryoem,1682261000,538
superdome,1682261000,32
large_mem,1682261000,108
gpu,1682261000,584
cryo_core,1682261000,48
compbio,1682261000,69
archiving,1682261000,1
compbio_auto,1682261000,125
interactive,1682261000,21
cryoem,1682262000,538
gpu,1682262000,584
cryo_core,1682262000,48
archiving,1682262000,1
standard,1682262000,7319
priority,1682262000,30
superdome,1682262000,32
compbio_auto,1682262000,125
large_mem,1682262000,108
compbio,1682262000,69
interactive,1682262000,23
cryoem,1682263000,542
standard,1682263000,6966
cryo_core,1682263000,48
compbio_auto,1682263000,125
gpu,1682263000,584
superdome,1682263000,32
archiving,1682263000,1
interactive,1682263000,23
large_mem,1682263000,108
priority,1682263000,30
compbio,1682263000,70
large_mem,1682264000,108
compbio_auto,1682264000,126
superdome,1682264000,32
short,1682264000,1
gpu,1682264000,608
cryo_core,1682264000,48
cryoem,1682264000,670
interactive,1682264000,21
standard,1682264000,5435
archiving,1682264000,1
compbio,1682264000,70
priority,1682264000,38
compbio_auto,1682265000,125
gpu,1682265000,608
superdome,1682265000,32
cryoem,1682265000,672
standard,1682265000,6219
short,1682265000,2
large_mem,1682265000,108
interactive,1682265000,20
compbio,1682265000,63
archiving,1682265000,1
cryo_core,1682265000,48
priority,1682265000,30
short,1682266000,1
cryo_core,1682266000,48
compbio_auto,1682266000,125
gpu,1682266000,584
cryoem,1682266000,672
interactive,1682266000,22
compbio,1682266000,62
priority,1682266000,30
large_mem,1682266000,108
archiving,1682266000,1
superdome,1682266000,32
standard,1682266000,5746
compbio_auto,1682267000,125
interactive,1682267000,21
archiving,1682267000,1
cryoem,1682267000,670
large_mem,1682267000,108
superdome,1682267000,32
standard,1682267000,5433
compbio,1682267000,61
gpu,1682267000,585
priority,1682267000,30
cryo_core,1682267000,48
gpu,1682268000,585
priority,1682268000,30
superdome,1682268000,32
interactive,1682268000,21
cryoem,1682268000,606
archiving,1682268000,1
compbio,1682268000,60
compbio_auto,1682268000,125
cryo_core,1682268000,48
standard,1682268000,5442
large_mem,1682268000,108
gpu,1682269000,584
standard,1682269000,5445
cryo_core,1682269000,48
superdome,1682269000,32
cryoem,1682269000,608
interactive,1682269000,20
priority,1682269000,30
large_mem,1682269000,108
archiving,1682269000,1
compbio,1682269000,60
compbio_auto,1682269000,125
archiving,1682270000,1
priority,1682270000,30
compbio,1682270000,59
standard,1682270000,5433
cryoem,1682270000,544
superdome,1682270000,32
gpu,1682270000,456
cryo_core,1682270000,48
interactive,1682270000,17
large_mem,1682270000,108
compbio_auto,1682270000,125
compbio_auto,1682271000,126
cryoem,1682271000,544
archiving,1682271000,1
superdome,1682271000,32
cryo_core,1682271000,48
compbio,1682271000,59
large_mem,1682271000,108
interactive,1682271000,16
gpu,1682271000,420
standard,1682271000,5449
priority,1682271000,30
cryo_core,1682272000,48
large_mem,1682272000,108
superdome,1682272000,32
compbio_auto,1682272000,125
priority,1682272000,30
archiving,1682272000,1
gpu,1682272000,420
interactive,1682272000,16
standard,1682272000,5455
cryoem,1682272000,480
compbio,1682272000,70
compbio_auto,1682273000,125
superdome,1682273000,32
compbio,1682273000,63
standard,1682273000,5739
interactive,1682273000,14
cryoem,1682273000,488
priority,1682273000,30
cryo_core,1682273000,48
archiving,1682273000,1
large_mem,1682273000,108
gpu,1682273000,421
superdome,1682274000,32
cryoem,1682274000,484
archiving,1682274000,1
cryo_core,1682274000,48
standard,1682274000,6208
gpu,1682274000,423
large_mem,1682274000,108
compbio,1682274000,58
interactive,1682274000,13
compbio_auto,1682274000,125
priority,1682274000,30
large_mem,1682275000,108
archiving,1682275000,1
gpu,1682275000,421
standard,1682275000,6299
interactive,1682275000,11
compbio_auto,1682275000,125
cryo_core,1682275000,48
superdome,1682275000,32
priority,1682275000,30
compbio,1682275000,58
cryoem,1682275000,448
archiving,1682276000,1
cryoem,1682276000,576
superdome,1682276000,32
gpu,1682276000,444
cryo_core,1682276000,48
standard,1682276000,9334
compbio,1682276000,58
interactive,1682276000,10
compbio_auto,1682276000,125
large_mem,1682276000,108
priority,1682276000,30
short,1682276000,1
interactive,1682277000,12
cryoem,1682277000,576
compbio,1682277000,58
large_mem,1682277000,108
compbio_auto,1682277000,125
gpu,1682277000,444
standard,1682277000,14285
archiving,1682277000,1
cryo_core,1682277000,48
superdome,1682277000,32
priority,1682277000,30
short,1682277000,1
compbio,1682278000,59
large_mem,1682278000,129
archiving,1682278000,1
priority,1682278000,30
compbio_auto,1682278000,125
gpu,1682278000,420
interactive,1682278000,11
cryoem,1682278000,576
cryo_core,1682278000,48
standard,1682278000,6281
superdome,1682278000,32
cryoem,1682279000,576
compbio_auto,1682279000,125
interactive,1682279000,12
standard,1682279000,7748
priority,1682279000,30
large_mem,1682279000,128
superdome,1682279000,32
gpu,1682279000,420
archiving,1682279000,1
cryo_core,1682279000,48
compbio,1682279000,59
superdome,1682280000,32
cryoem,1682280000,576
interactive,1682280000,11
compbio_auto,1682280000,125
gpu,1682280000,420
priority,1682280000,30
large_mem,1682280000,127
compbio,1682280000,58
archiving,1682280000,1
standard,1682280000,10907
cryo_core,1682280000,48
cryoem,1682281000,576
compbio_auto,1682281000,125
archiving,1682281000,1
compbio,1682281000,58
interactive,1682281000,11
large_mem,1682281000,123
priority,1682281000,30
cryo_core,1682281000,48
superdome,1682281000,32
gpu,1682281000,420
standard,1682281000,12930
compbio_auto,1682282000,125
superdome,1682282000,32
cryoem,1682282000,576
cryo_core,1682282000,48
interactive,1682282000,10
priority,1682282000,30
gpu,1682282000,420
large_mem,1682282000,111
compbio,1682282000,59
standard,1682282000,13462
archiving,1682282000,1
superdome,1682283000,32
cryo_core,1682283000,48
cryoem,1682283000,612
priority,1682283000,30
compbio_auto,1682283000,125
large_mem,1682283000,110
standard,1682283000,10315
archiving,1682283000,1
interactive,1682283000,11
compbio,1682283000,58
gpu,1682283000,444
short,1682283000,1
compbio,1682284000,57
compbio_auto,1682284000,125
priority,1682284000,30
cryoem,1682284000,442
superdome,1682284000,32
interactive,1682284000,12
archiving,1682284000,1
gpu,1682284000,444
standard,1682284000,11869
large_mem,1682284000,110
short,1682284000,1
cryo_core,1682284000,48
compbio,1682285000,58
cryo_core,1682285000,48
gpu,1682285000,456
compbio_auto,1682285000,125
cryoem,1682285000,442
large_mem,1682285000,109
superdome,1682285000,32
standard,1682285000,10996
archiving,1682285000,1
priority,1682285000,30
short,1682285000,1
interactive,1682285000,12
short,1682286000,1
gpu,1682286000,480
large_mem,1682286000,108
cryoem,1682286000,442
compbio,1682286000,102
compbio_auto,1682286000,126
cryo_core,1682286000,48
archiving,1682286000,1
standard,1682286000,7429
interactive,1682286000,11
superdome,1682286000,32
priority,1682286000,30
large_mem,1682287000,108
priority,1682287000,30
cryoem,1682287000,514
compbio,1682287000,101
